Weight_Completes|Respondent_ID|Country|S3_DV|TravelAssignment|T4a|T5|O26D|O26D2_2nd|O26D2_3rd|O26E|SEG01|SEG01_x2|SEG02|SEG02_x2|SEG03|SEG03_x2|SEG04|SEG04_x2|SEG05|SEG05_x2|SEG06|SEG06_x2|SEG07|SEG07_x2|SEG08|SEG08_x2|SEG09|SEG09_x2|ND01|ND02|ND03|ND04|ND05|ND06|ND07|ND08|ND09|ND10|ND11|ND12|ND13|ND14|ND15|ND16|ND17|ND18|ND19|ND20|ND21|ND22|ND23|ND24|ND25|ND26|ND27|ND28|ND29|ND30|ND31|ND32|ND33|ND34|ND35|ND36|ND37|ND38|ND39|ND40|ND41|ND42|ND43|ND44|ND45|ND46|ND47|ND48|ND49|ND50|ND51|ND52|ND53|ND54|ND55|ND56|ND57|ND58|ND59|ND60|ND61|ND62|ND63|ND64|ND65|ND66|ND67|ND68|ND69|DIM01|DIM01_x2|DIM02|DIM02_x2|DIM03|DIM03_x2|DIM04|DIM04_x2|DIM05|DIM05_x2|DIM06|DIM06_x2|DIM07|DIM07_x2|DIM08|DIM08_x2|DIM09|DIM09_x2|DIM10|DIM10_x2|DIM11|DIM11_x2|DIM12|DIM12_x2|DIM13|DIM13_x2|DIM14|DIM14_x2|DIM15|DIM15_x2|DIM16|DIM16_x2|DIM17|DIM17_x2|DIM18|DIM18_x2|DIM19|DIM19_x2|DIM20|DIM20_x2|DIM21|DIM21_x2|TB01|TB02|TB03|TB04|TB05|TB06|TB07|TB08|TB09|TB10|TB11|TB12|TB13|TB14|TB15|TB16|TB17|TB18|TB19|TB20|TB21|TB22|TB23|TB24|TB25|TB26|TB27|TB28|TB29|TB30|TB31|TB32|TB33|TB34|TB35|TB36|TB37|TB38|TB39|TB40|TB41|TB42|TB43|TB44|TB45|HS01|HS01_x2|HS02|HS02_x2|HS03|HS03_x2|HS04|HS04_x2|HS05|HS05_x2|HS06|HS06_x2|HS07|HS08|HS09|HS09_x2|HS10|HS10_x2|HS11|HS12|HS12_x2|HS13|HS14|HS15|HS16|HS17|HS18|HS18_x2|HS19|HS20|HS21|HS21_x2|HS22|HS22_x2|HS23|HS24|HS25|HS25_x2|HS26|HS26_x2|HS27|HS28|HS28_x2|HS29|HS29_x2|HS30|HS31|HS32|HS33|HS34|HS34_x2|HS35|HS35_x2|HS36|HS37|HS37_x2|HS38|HS39|HS39_x2|HS40|HS40_x2|HS41|HS42|HS42_x2|HS43|HS43_x2|HS44|HS44_x2|HS45|HS46|HS47|HS47_x2|HS48|HS49|HS49_x2|UC01|UC02|UC03|UC04|UC05|UC06|UC07|UC08|UC09|UC10|UC11|UC12|UC13|UC14|UC15|UC16|UC17|UC18|UC19|UC20|UC21|UC22|UC23|UC24|UC25|UC26|UC27|UC28|UC29|UC30|UC31|UC32|UC33|UC34|UC35|UC36|UC37|UC38|UC39|UC40|UC41|UC42|UC43|UC44|UC45|UC46|UC47|UC48|UC49|LC01|LC02|LC03|LC04|LC05|LC06|LC07|LC08|LC09|LC10|LC11|LC12|LC13|LC14|LC15|LC16|LC17|LC18|LC19|LC20|LC21|LC22|LC23|LC24|LC25|LC26|LC27|LC28|LC29|LC30|LC31|LC32|LC33|LC34|LC35|LC36|LC37|LC38|LC39|LC40|LC41|LC42|LC43|LC44|LC45|LC46|LC47|LC48|LC49|BPS01|BPS02|BPS03|BPS04|BPS05|BPS06|BTS01|BTS01_x2|BTS02|BTS02_x2|BTS03|BTS03_x2|BTS04|BTS04_x2|BTS05|BTS05_x2|BTS06|BTS06_x2|BTS07|BTS07_x2|BTS08|CDIMB|UDIMB|CPB|HIB|HIEB|ICB|INB|EVB|ESB|FDIM|BTCF|BPSF|WBDIM|RGDIM|FTDIM|SBDIM|MBPDIM|BPDIM|BBIDIM|SDIM
1.555528435|507|1|5|2|9|3|11|26|37|1|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1.010319598|0.913146932|0.975135025|0.869676126|0|0|0|0.886970587|0.896212626|0.874178836|0.968665461|0|0.856872562|0.879503817|0.87402306|0.875769828|0.876064888|0.937625027|0|0.874083451|0.85506568|0.865239451|0|0.900232753|0.84155244||||||0|0.856822057||||0.845077388|0||||0.852453663|0.863005827|0.842230794|||0|0.88113835||0.84308683||0.843898681|0.86323441||||||0|0.864530217|0.857336683|||0|0.870200487|0.842984507||0|||1|1|||||||1|1|||||0|0|||1|1|||||||||||||||1|1|||||0|0|0|1|0|0|0|||||||0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|1|0|1|1|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0||||||0||||||||0||||1|||||||||1|||||||||||||||||||||1|0||||||1||||||||0||||0|||||||||0||||||||||||||||||||0|0|0|0|1|0|||1|1|1|1|1|1|||||1|1||1|1||1||1|1|1||1|1|1|1|1|1|||||
0.9564550449|508|1|5|3|3|8|57|83|44|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0.913146932|0.975135025|0|0|0|0|0.886970587|0.896212626|0.874178836|0.968665461|0.909577215|0|0|0|0.875769828|0|0|0|0.874083451|0.85506568|0.865239451|0|0.900232753|0.84155244|||||||0.856822057|0||0||||0.876009815|||0.863005827||||0.874470026||0.871075262||0.90989382||0.86323441||0.872340555|0.872019882|0.854809056|0.856319949||0.864530217||||0|||||0.864517594|0.858698005|||1|1|1|1|1|1|||||1|1|||1|1|||||||||||||||||||||||||0|1|0|0|0|0|0|0|0|0|0|1|||||||||||1|0|1|0|0|0|1|0|0|0|0|1|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0||||||0||||||||0||||0|||||||||0|||||||||||||||||||||0|0||||||0||||||||1||||1|||||||||1||||||||||||||||||||0|0|0|1|0|1|||1|1|1|1|1|1|||||1|1||1|||1||1|1|1||1|1|1|1|1|1|1|1|1||1
2.4662361109|509|1|2|1|4|9|28|60||1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1.010319598|0.913146932|0.975135025|0.869676126|1.020595334|0.95860629|0.941970473|0.886970587|0.896212626|0.874178836|0.968665461|0.909577215|0.856872562|0.879503817|0.87402306|0.875769828|0.876064888|0.937625027|0.916440255|0.874083451|0.85506568|0.865239451|0.979102039|0.900232753|0.84155244||||||||||0.86936968||||0.876009815|0.882724155||||||||||0.90989382|||0.891836637|0.872340555|0.872019882|||||||0.869199798||0.870200487||||0.864517594||||1|1|||||||||||||1|1|||1|1|||||1|1|1|1|||||||||||||0|1|0|0|0|||||||0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|1|0|0|1|0|1|0|0|1|0|1|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||0||||||1|||||||||||0||0|||||0|||||||||||||||||||||0|0|||1||||||0|||||||||||0||0|||||0|||||||||||||||||||||0|0|0|1|0|0|0|1|1|1|||||||1|1|1|1|1|1||1|1|1|1|1|1||1|1|1|1|1|1|1|1|1|1|1|1|1
1.1584426691|510|1|2|2|3|9|11|165|181|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1.010319598|0.913146932|0.975135025|0.869676126|1.020595334|0.95860629|0.941970473|0.886970587|0.896212626|0.874178836|0.968665461|0.909577215|0.856872562|0.879503817|0.87402306|0.875769828|0.876064888|0.937625027|0.916440255|0.874083451|0.85506568|0.865239451|0.979102039|0.900232753|0.84155244||||||||||0.86936968||||0.876009815|0.882724155||||||||||0.90989382|||0.891836637|0.872340555|0.872019882|||||||0.869199798||0.870200487||||0.864517594||||1|1|||||||||||||1|1|||1|1|||||1|1|1|1|||||||||||||0|1|0|0|0|||||||0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||1||||||0|||||||||||0||1|||||0|||||||||||||||||||||0|1|||0||||||1|||||||||||0||0|||||0|||||||||||||||||||||0|0|0|1|0|0|0|1|1|1|||||||1|1|1|1|1|1||1|1|1|1|1|1||1|1|1|1|1|1|1|1|1|1|1|1|1
0.7706405474|511|1|2|3|1|4|60|61|19|2|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||||||||||||||0||||||||||||||||||||||||||||||||||||||||||||0|0|0|0|||1|0|0|0|0|0|0|0|0|0|0||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||0|0||||||0|||||||||||||||||||||||||||||||||||||0|||||1|1||||||1|||||||||||||||||||||||||||||||||||||0|||0|0|1|0|0|0|||||1|1|||1|1|1|1|1|1||||1|1|1|1||1|||1|1||||||||
2.2512683429|512|4|5|3|10|4|186|187|73|2|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.962373935|0|0|0.953175414|0.988350396|1.050793273|0|1.124742731|0|0|0|0|0.946021466|0|1.25660277|0|||||||||||||||||||||||||||||||||||||1.117160549||||||||||||||||||||||||||||||||||||||||||||1|1|1|1|||0|1|0|0|0|||||||0|0|0|0|0|0|0|0|0|0|0|1|1|1|1|0|1|0|0|0|0|1|0|1|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||0||||||0|||||||||||||||||||0||||||0||||||||||||||||||0||||||0|||||||||||||||||||1||||||0||||||||||||||||0|0|1|0|0|0|||1|1|||1|1|||||1|1|||1||1|1||1|1||1|1|1||1||||||
0.6666860758|513|4|4|1|8|4|57|106|116|1|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.124742731|0|0|0|0|0|0|0|0|||||||||||||||||||||||||||||||||||||0||||||||||||||||||||||||||||||||||||||||||||0|0|0|0|||0|0|1|0|0|0|0|0|0|0|0||||||||||||0|1|0|0|1|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|||||||||||0||||||||0|||||||0||||||0|||||||||||||||||0|||||||||||0||||||||1|||||||0||||||1||||||||||||||||0|0|1|0|0|0|||||1|1|||1|1|||1|1||||||1|1||1|||1|1||||||||
0.3154782426|514|4|4|3|6|6|106|57|116|1|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.124742731|0|0|0|0|0|0|1.25660277|0|||||||||||||0||0||||||0||||1.264348288|||0||0|||||||1.117160549||||||||||||||||||||||||0|0|||||||||0|0|0|0|0|0|||||||||||0|1|0|0|0|0|0|0|0|0|0|1|||||||||||0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|||||||||||0||||||||0|||||||0||||||0|||||||||||||||||1|||||||||||0||||||||1|||||||0||||||1||||||||||||||||1|0|0|1|0|0|||||1|1|||1|1|||1|1||||1||1|1|1|1|||1|1||||||||
0.7469153608|515|1|4|3|3|4|137|140|186|1|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.886970587|0|0.874178836|0|0.909577215|0.856872562|0|0|0|0.876064888|0|0|0|0.85506568|0.865239451|0|0|0.84155244|||||||||||||||||||||||||||||||||||||0.869199798||||||||||||||||||||||||||||||||||||||||||||1|1|1|1|||1|0|0|0|0|0|0|0|0|0|0||||1||||||||0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||||||||0||||||||||||||||||||||||||||||0|||||||||||1||||||||1||||||||||||||||||||||||||||||1||||||||||0|0|1|0|0|0|||||1|1|||1|1|||1|1|||1|||1|1||1||1|1|1||1||||||
0.7707029448|516|5|2|3|3|4|153|152|155|1|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||||||||||||||||||0||||||||||||||||||||||||||||||||||||||||||||0|0|0|0|||0|1|0|0|0|||||||0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|||||0|||||||||||||||||||||||||||||||||0||||0|0|0||||||||||1|||||||||||||||||||||||||||||||||0||||1|1|1||||||0|0|1|0|0|0|||||||||||||1|1||||||1|1||1|||1|1||||||||
0.6321291937|517|1|4|3|1|1|||||1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.874178836|0|0|0.856872562|0|0.87402306|0.875769828|0|0|0.916440255|0|0.85506568|0|0|0|0.84155244||||||0|0||0|0|0|0||0|||0||0||0|||0|0||0||0|0|0|||0.864530217||0.843420212|||0||||0|0|0|0|0|0|||||||||||||0|0|||0|0|0|0|0|0|||||||||0|0|||||||0|0|0|0|1|0|0|0|0|0|0||||||||||||0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||||||||0|||||0||||||0|||||||||||0||0||||||0|0||||||||||0||||||||0|||||0||||||0|||||||||||0||0||||||0|0|||||||||0|1|0|0|0|0|||||||||||||1|1|||||1||||1|||1|1||||||||
0.7106184728|518|1|6|1|6|4|57|37|69|2|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0.869676126|0|0|0|0|0|0|0|0|0.856872562|0|0|0|0.876064888|0|0|0|0|0|0|0|0|||||||||||||||||||||||||||||||||||||0||||||||||||||||||||||||||||||||||||||||||||0|0|1|1|||1|0|0|0|0|0|0|0|0|0|0||||||||||||0|0|0|0|1|0|1|0|0|0|0|0|1|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||0|1||||0||||||||||||||||||||||||||||||||||||||||||||1|0||||1||||||||||||||||||||||||0|0|1|0|0|0|||||||||||||1|1|||1||1|1|||1||1|1|1||1||||||
0.3288348944|519|1|6|3|1|4|59|37|57|2|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0.869676126|0|0|0|0|0|0|0|0|0.856872562|0.879503817|0.87402306|0|0.876064888|0|0|0|0|0|0|0|0.84155244|||||||||||||||||||||||||||||||||||||0||||||||||||||||||||||||||||||||||||||||||||0|0|1|1|||1|0|0|0|0|0|0|0|0|0|0||||||||||||0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||||0|0||||0||||||||||||||||||||||||||||||||||||||||||||1|1||||1||||||||||||||||||||||||0|0|1|0|0|0|||||||||||||1|1|||1||1|1|||1||1|1|1||1||||||
0.3320801899|520|4|3|3|3|1|11|75|57|2|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.005130098|0|0|0|1.014651217|1.035547099|0|0|1.044295881|0.953175414|0.988350396|0|1.016131787|0|0|1.104528246|0.97542449|0.955977734|0.946021466|0|0|0.948723739||||||0|0||1.133746181|0.919126389|1.366643802|0||0|||1.030974743||0.948373911||1.61459568|||1.097727733|0||0||0|0|1.052364382|||0||1.343681532|||0||||1.036224286|0.986717652|0|0|0|0|||||||||||||0|0|||0|0|1|1|1|1|||||||||0|0|||||||0|1|0|0|0|0|0|0|0|0|0||||||||||||0|1|0|0|0|0|1|0|0|0|0|0|1|1|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||||0||||0|1|||||||||||0||||||||||||||1|||||||||||||||||||1||||1|0|||||||||||1||||||||||||||0|||||||||||||||0|1|0|0|0|0|||||1|1|1|1|||||1|1||1|||1||1||1||1|1|1|||1||||1|1
1.0075905624|521|3|2|2|9|8|53|54|45|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0||||||0|||||||0||0||0||0||0|0|0|0||0||||0|||||0|0|||0|0|0|0|0|0|||||0|0|||0|0|||||||||||||||||||||||||0|0|1|0|0|||||||0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|1|0|0|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||0|||||||||||||||||||||||||||||||||||||||||||||||||1|||||||||||||||||||||||||||||||0|0|0|1|0|1|||1|1|1|1|||||||1|1|1||||||1|1|1|||1|1||||||||
0.9432847888|522|3|2|3|3|8|53|54|45|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0||||||0|||||||0||0||0||0||0|0|0|0||0||||0|||||0|0|||0|0|0|0|0|0|||||0|0|||0|0|||||||||||||||||||||||||0|1|0|0|0|0|0|0|0|0|0||||||||||||0|1|1|0|0|1|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||||||||||||||||||0|||||||||||||||||||||||||||||||||||||||||||||||||1|||||||||||||||||||||||||||||||0|0|0|1|0|1|||1|1|1|1|||||||1|1|1||||||1|1|1|||1|1||||||||
1.5324258346|523|1|5|3|6|3|60|137||2|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.896212626|0.874178836|0|0|0.856872562|0|0|0.875769828|0.876064888|0|0|0.874083451|0|0|0|0|0.84155244||||||0.847955603|0||||0.845077388|0.856034227||||0.852453663|0|0.842230794|||0|0||0.84308683||0.843898681|0||||||0.915337516|0|0.857336683|||0.903117566|0|0.842984507||0.904527735|||1|1|||||||1|1|||||1|1|||1|1|||||||||||||||1|1|||||0|0|1|0|0|0|0|0|0|0|0|0|0||||||||||||0|0|0|0|0|0|1|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||0|||||||||||||||1|||||||||||||||0|||||0||0|||||||||0|||1|||||||||||||||0|||||||||||||||0|||||0||1|||||||||0|0|0|0|0|1|0|||||||1|1|||||1|1||1|1||1|1|||1||1|1|1|1|1|1|||||1
0.7950303119|524|2|6|3|2|2|32|60|186|1|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.957795137|0|0|0|0.973819169|0.986861449|0.931506381|1.133216074|1.0061358|0.931603689|0.972574775|0.987342385|0.9983803|0|0|0|0.935207061|0.918634286|0.932751197|0|0|0.89341337|||||||0.915616799|0.932865585||||||||0.917930167|||||0.936681838||0.947364747||0.983379381||0.921253348|||0.969023602|0.921745874|0.937291575||0.933925941|0.923344|||||0.898329717|0.933571866||0.946430083|0.919045869|||||1|1|1|1|1|1|1|1|1|1|||1|1|||||||||||||||||||||||||0|1|0|0|0|0|0|0|0|0|0|1|||||||||||0|0|1|0|0|1|0|0|0|1|0|1|1|0|0|0|1|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||0|||||||||||||||||||||||||||||||||||||||||||||||||1|||||||||||||||||||||||||||||||||||||||||||||||0|0|0|1|0|0|||1|1|1|1|||||||1|1||1|||||1|1|1||1|1|1|1|1|1|1|1|1||1
0.8389252212|525|2|6|3|3|2|186|187||1|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.973819169|0|0.931506381|0|1.0061358|0.931603689|0|0.987342385|0|0|0|0|0|0|0|0|0|0|||||||0|0||||||||0|||||0||0||0||0|||0|0|0||0|0|||||0|0||0|0|||||0|0|0|0|0|0|0|0|0|0|||0|0|||||||||||||||||||||||||1|0|0|0|0|0|0|0|0|0|0||||||||||||0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|||||1|1|||1|1||||||||||1|1|1||||1|1||||||||
0.6922252596|526|5|2|1|1|1|165|49|182|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||0|0||0|0|0|0||0|||0||0||0|||0|0||0||0|0|0.953929115|||0||0|||0||||0|0|0|0|0|0|||||||||||||0|0|||0|0|0|0|0|0|||||||||0|0|||||||0|1|0|0|0|||||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||||||||||||||||0|||||||1||0||||||||1|||||||||||||0||0|||||||||||||||||0|||||||0||0||||||||0|||||||||||||0||1|0|1|0|0|0|0|||||||1|1|1|1|||1|1|||||1|1|1||1|||1|1||||||||
1.374646647|527|5|2|2|2|8|148|49|182|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||||||0|0||0||||0|||0||||0||0||0||0||0|0|0|0||0||||0|||||0|0|||0|0|0|0|0|0|||||0|0|||0|0|||||||||||||||||||||||||1|0|0|0|0|||||||0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|1|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|||||||||||||||||0|||||||0||0||||||||0|||||||||||||0||0|||||||||||||||||0|||||||0||0||||||||0|||||||||||||0||1|0|0|0|1|0|1|||||||1|1|1|1|||1|1|||||1|1|1|1|1|||1|1||||||||
